NRO,CODIGO,NOMBRE DE CENTRO ESCOLAR,TAMAÑO,MATRICULA,ITEM,TIPO,CATEGORIA,CANTIDAD
2,11345,"CENTRO ESCOLAR ""BENJAMIN BLOOM",GRANDE,1015,ZAPATOS,ZAPATOS,27,8
13,11611,"ESCUELA DE EDUCACION PARVULARIA ""JORGE LARDE"".",PEQUEÑA,47,ZAPATOS,ZAPATOS,27,1
16,11763,"COMPLEJO EDUCATIVO ""DOCTOR ORLANDO DE SOLA"".",GRANDE,1445,ZAPATOS,ZAPATOS,27,1
18,70026,"COMPLEJO EDUCATIVO ""SAN BARTOLOMÉ APÓSTOL""",GRANDE,1505,ZAPATOS,ZAPATOS,27,14
21,70088,"CENTRO ESCOLAR ""DOCTORA MATILDE ELENA LÓPEZ"".",PEQUEÑA,40,ZAPATOS,ZAPATOS,27,1
1,10162,ESCUELA DE EDUCACION PARVULARIA SAN JACINTO,PEQUEÑA,19,ZAPATOS,ZAPATOS,28,1
2,11345,"CENTRO ESCOLAR ""BENJAMIN BLOOM",GRANDE,1015,ZAPATOS,ZAPATOS,28,6
5,11492,"COMPLEJO EDUCATIVO ""IGNACIO PACHECO CASTRO""",GRANDE,2102,ZAPATOS,ZAPATOS,28,20
12,11607,"ESCUELA DE EDUCACION PARVULARIA ""PROFESORA MARIA ESCOBAR GRANILLO""",PEQUEÑA,43,ZAPATOS,ZAPATOS,28,1
13,11611,"ESCUELA DE EDUCACION PARVULARIA ""JORGE LARDE"".",PEQUEÑA,47,ZAPATOS,ZAPATOS,28,9
14,11617,"ESCUELA DE EDUCACION PARVULARIA ""CAPITAN GENERAL GERARDO BARRIOS""",PEQUEÑA,70,ZAPATOS,ZAPATOS,28,1
18,70026,"COMPLEJO EDUCATIVO ""SAN BARTOLOMÉ APÓSTOL""",GRANDE,1505,ZAPATOS,ZAPATOS,28,12
2,11345,"CENTRO ESCOLAR ""BENJAMIN BLOOM",GRANDE,1015,ZAPATOS,ZAPATOS,29,4
5,11492,"COMPLEJO EDUCATIVO ""IGNACIO PACHECO CASTRO""",GRANDE,2102,ZAPATOS,ZAPATOS,29,20
13,11611,"ESCUELA DE EDUCACION PARVULARIA ""JORGE LARDE"".",PEQUEÑA,47,ZAPATOS,ZAPATOS,29,6
18,70026,"COMPLEJO EDUCATIVO ""SAN BARTOLOMÉ APÓSTOL""",GRANDE,1505,ZAPATOS,ZAPATOS,29,11
1,10162,ESCUELA DE EDUCACION PARVULARIA SAN JACINTO,PEQUEÑA,19,ZAPATOS,ZAPATOS,30,1
2,11345,"CENTRO ESCOLAR ""BENJAMIN BLOOM",GRANDE,1015,ZAPATOS,ZAPATOS,30,5
8,11563,"ESCUELA DE EDUCACION PARVULARIA "" COLONIA ATONALT """,PEQUEÑA,14,ZAPATOS,ZAPATOS,30,1
9,11570,"ESCUELA DE EDUCACION PARVULARIA ""SAN MIGUELITO""",PEQUEÑA,42,ZAPATOS,ZAPATOS,30,1
13,11611,"ESCUELA DE EDUCACION PARVULARIA ""JORGE LARDE"".",PEQUEÑA,47,ZAPATOS,ZAPATOS,30,3
16,11763,"COMPLEJO EDUCATIVO ""DOCTOR ORLANDO DE SOLA"".",GRANDE,1445,ZAPATOS,ZAPATOS,30,1
18,70026,"COMPLEJO EDUCATIVO ""SAN BARTOLOMÉ APÓSTOL""",GRANDE,1505,ZAPATOS,ZAPATOS,30,20
1,10162,ESCUELA DE EDUCACION PARVULARIA SAN JACINTO,PEQUEÑA,19,ZAPATOS,ZAPATOS,31,3
2,11345,"CENTRO ESCOLAR ""BENJAMIN BLOOM",GRANDE,1015,ZAPATOS,ZAPATOS,31,6
9,11570,"ESCUELA DE EDUCACION PARVULARIA ""SAN MIGUELITO""",PEQUEÑA,42,ZAPATOS,ZAPATOS,31,2
13,11611,"ESCUELA DE EDUCACION PARVULARIA ""JORGE LARDE"".",PEQUEÑA,47,ZAPATOS,ZAPATOS,31,1
16,11763,"COMPLEJO EDUCATIVO ""DOCTOR ORLANDO DE SOLA"".",GRANDE,1445,ZAPATOS,ZAPATOS,31,1
18,70026,"COMPLEJO EDUCATIVO ""SAN BARTOLOMÉ APÓSTOL""",GRANDE,1505,ZAPATOS,ZAPATOS,31,9
27,88050,"ESCUELA DE EDUCACIÓN PARVULARIA CATÓLICA ""MARGARITA NASEAU""",PEQUEÑA,44,ZAPATOS,ZAPATOS,31,1
2,11345,"CENTRO ESCOLAR ""BENJAMIN BLOOM",GRANDE,1015,ZAPATOS,ZAPATOS,32,12
9,11570,"ESCUELA DE EDUCACION PARVULARIA ""SAN MIGUELITO""",PEQUEÑA,42,ZAPATOS,ZAPATOS,32,1
13,11611,"ESCUELA DE EDUCACION PARVULARIA ""JORGE LARDE"".",PEQUEÑA,47,ZAPATOS,ZAPATOS,32,6
16,11763,"COMPLEJO EDUCATIVO ""DOCTOR ORLANDO DE SOLA"".",GRANDE,1445,ZAPATOS,ZAPATOS,32,2
18,70026,"COMPLEJO EDUCATIVO ""SAN BARTOLOMÉ APÓSTOL""",GRANDE,1505,ZAPATOS,ZAPATOS,32,15
22,70094,"CENTRO ESCOLAR CASERÍO COMUNIDAD LOS HEROES, CANTÓN LAS FLORES",PEQUEÑA,51,ZAPATOS,ZAPATOS,32,1
25,86330,CENTRO ESCOLAR CANTÓN EL JUTILLO,PEQUEÑA,62,ZAPATOS,ZAPATOS,32,1
2,11345,"CENTRO ESCOLAR ""BENJAMIN BLOOM",GRANDE,1015,ZAPATOS,ZAPATOS,33,16
5,11492,"COMPLEJO EDUCATIVO ""IGNACIO PACHECO CASTRO""",GRANDE,2102,ZAPATOS,ZAPATOS,33,80
8,11563,"ESCUELA DE EDUCACION PARVULARIA "" COLONIA ATONALT """,PEQUEÑA,14,ZAPATOS,ZAPATOS,33,1
14,11617,"ESCUELA DE EDUCACION PARVULARIA ""CAPITAN GENERAL GERARDO BARRIOS""",PEQUEÑA,70,ZAPATOS,ZAPATOS,33,1
16,11763,"COMPLEJO EDUCATIVO ""DOCTOR ORLANDO DE SOLA"".",GRANDE,1445,ZAPATOS,ZAPATOS,33,5
18,70026,"COMPLEJO EDUCATIVO ""SAN BARTOLOMÉ APÓSTOL""",GRANDE,1505,ZAPATOS,ZAPATOS,33,8
22,70094,"CENTRO ESCOLAR CASERÍO COMUNIDAD LOS HEROES, CANTÓN LAS FLORES",PEQUEÑA,51,ZAPATOS,ZAPATOS,33,2
2,11345,"CENTRO ESCOLAR ""BENJAMIN BLOOM",GRANDE,1015,ZAPATOS,ZAPATOS,34,21
15,11669,"CENTRO ESCOLAR ""GENERAL RAMON BELLOSO"" ",MEDIANA,300,ZAPATOS,ZAPATOS,34,4
16,11763,"COMPLEJO EDUCATIVO ""DOCTOR ORLANDO DE SOLA"".",GRANDE,1445,ZAPATOS,ZAPATOS,34,7
18,70026,"COMPLEJO EDUCATIVO ""SAN BARTOLOMÉ APÓSTOL""",GRANDE,1505,ZAPATOS,ZAPATOS,34,9
2,11345,"CENTRO ESCOLAR ""BENJAMIN BLOOM",GRANDE,1015,ZAPATOS,ZAPATOS,35,21
4,13713,"CENTRO ESCOLAR ""URBANIZACION LAS MARGARITAS "" ",GRANDE,1509,ZAPATOS,ZAPATOS,35,15
5,11492,"COMPLEJO EDUCATIVO ""IGNACIO PACHECO CASTRO""",GRANDE,2102,ZAPATOS,ZAPATOS,35,128
15,11669,"CENTRO ESCOLAR ""GENERAL RAMON BELLOSO"" ",MEDIANA,300,ZAPATOS,ZAPATOS,35,6
16,11763,"COMPLEJO EDUCATIVO ""DOCTOR ORLANDO DE SOLA"".",GRANDE,1445,ZAPATOS,ZAPATOS,35,12
18,70026,"COMPLEJO EDUCATIVO ""SAN BARTOLOMÉ APÓSTOL""",GRANDE,1505,ZAPATOS,ZAPATOS,35,25
19,70065,CENTRO ESCOLAR CANTÓN SAN JOSÉ SEGUNDO,PEQUEÑA,18,ZAPATOS,ZAPATOS,35,2
25,86330,CENTRO ESCOLAR CANTÓN EL JUTILLO,PEQUEÑA,62,ZAPATOS,ZAPATOS,35,1
2,11345,"CENTRO ESCOLAR ""BENJAMIN BLOOM",GRANDE,1015,ZAPATOS,ZAPATOS,36,52
4,13713,"CENTRO ESCOLAR ""URBANIZACION LAS MARGARITAS "" ",GRANDE,1509,ZAPATOS,ZAPATOS,36,20
5,11492,"COMPLEJO EDUCATIVO ""IGNACIO PACHECO CASTRO""",GRANDE,2102,ZAPATOS,ZAPATOS,36,120
15,11669,"CENTRO ESCOLAR ""GENERAL RAMON BELLOSO"" ",MEDIANA,300,ZAPATOS,ZAPATOS,36,6
16,11763,"COMPLEJO EDUCATIVO ""DOCTOR ORLANDO DE SOLA"".",GRANDE,1445,ZAPATOS,ZAPATOS,36,14
18,70026,"COMPLEJO EDUCATIVO ""SAN BARTOLOMÉ APÓSTOL""",GRANDE,1505,ZAPATOS,ZAPATOS,36,25
2,11345,"CENTRO ESCOLAR ""BENJAMIN BLOOM",GRANDE,1015,ZAPATOS,ZAPATOS,37,40
4,13713,"CENTRO ESCOLAR ""URBANIZACION LAS MARGARITAS "" ",GRANDE,1509,ZAPATOS,ZAPATOS,37,30
5,11492,"COMPLEJO EDUCATIVO ""IGNACIO PACHECO CASTRO""",GRANDE,2102,ZAPATOS,ZAPATOS,37,173
15,11669,"CENTRO ESCOLAR ""GENERAL RAMON BELLOSO"" ",MEDIANA,300,ZAPATOS,ZAPATOS,37,8
16,11763,"COMPLEJO EDUCATIVO ""DOCTOR ORLANDO DE SOLA"".",GRANDE,1445,ZAPATOS,ZAPATOS,37,20
18,70026,"COMPLEJO EDUCATIVO ""SAN BARTOLOMÉ APÓSTOL""",GRANDE,1505,ZAPATOS,ZAPATOS,37,34
20,70071,"CENTRO ESCOLAR CASERÍO LOS PLANES, CANTÓN JOYA GRANDE",PEQUEÑA,46,ZAPATOS,ZAPATOS,37,1
30,90055,"CENTRO ESCOLAR ""4 DE OCTUBRE 2007""",PEQUEÑA,47,ZAPATOS,ZAPATOS,37,3
2,11345,"CENTRO ESCOLAR ""BENJAMIN BLOOM",GRANDE,1015,ZAPATOS,ZAPATOS,38,53
4,13713,"CENTRO ESCOLAR ""URBANIZACION LAS MARGARITAS "" ",GRANDE,1509,ZAPATOS,ZAPATOS,38,30
5,11492,"COMPLEJO EDUCATIVO ""IGNACIO PACHECO CASTRO""",GRANDE,2102,ZAPATOS,ZAPATOS,38,253
15,11669,"CENTRO ESCOLAR ""GENERAL RAMON BELLOSO"" ",MEDIANA,300,ZAPATOS,ZAPATOS,38,10
16,11763,"COMPLEJO EDUCATIVO ""DOCTOR ORLANDO DE SOLA"".",GRANDE,1445,ZAPATOS,ZAPATOS,38,17
18,70026,"COMPLEJO EDUCATIVO ""SAN BARTOLOMÉ APÓSTOL""",GRANDE,1505,ZAPATOS,ZAPATOS,38,61
30,90055,"CENTRO ESCOLAR ""4 DE OCTUBRE 2007""",PEQUEÑA,47,ZAPATOS,ZAPATOS,38,7
2,11345,"CENTRO ESCOLAR ""BENJAMIN BLOOM",GRANDE,1015,ZAPATOS,ZAPATOS,39,29
4,13713,"CENTRO ESCOLAR ""URBANIZACION LAS MARGARITAS "" ",GRANDE,1509,ZAPATOS,ZAPATOS,39,30
5,11492,"COMPLEJO EDUCATIVO ""IGNACIO PACHECO CASTRO""",GRANDE,2102,ZAPATOS,ZAPATOS,39,94
15,11669,"CENTRO ESCOLAR ""GENERAL RAMON BELLOSO"" ",MEDIANA,300,ZAPATOS,ZAPATOS,39,3
16,11763,"COMPLEJO EDUCATIVO ""DOCTOR ORLANDO DE SOLA"".",GRANDE,1445,ZAPATOS,ZAPATOS,39,17
18,70026,"COMPLEJO EDUCATIVO ""SAN BARTOLOMÉ APÓSTOL""",GRANDE,1505,ZAPATOS,ZAPATOS,39,33
30,90055,"CENTRO ESCOLAR ""4 DE OCTUBRE 2007""",PEQUEÑA,47,ZAPATOS,ZAPATOS,39,3
2,11345,"CENTRO ESCOLAR ""BENJAMIN BLOOM",GRANDE,1015,ZAPATOS,ZAPATOS,40,16
4,13713,"CENTRO ESCOLAR ""URBANIZACION LAS MARGARITAS "" ",GRANDE,1509,ZAPATOS,ZAPATOS,40,20
5,11492,"COMPLEJO EDUCATIVO ""IGNACIO PACHECO CASTRO""",GRANDE,2102,ZAPATOS,ZAPATOS,40,84
15,11669,"CENTRO ESCOLAR ""GENERAL RAMON BELLOSO"" ",MEDIANA,300,ZAPATOS,ZAPATOS,40,6
16,11763,"COMPLEJO EDUCATIVO ""DOCTOR ORLANDO DE SOLA"".",GRANDE,1445,ZAPATOS,ZAPATOS,40,17
18,70026,"COMPLEJO EDUCATIVO ""SAN BARTOLOMÉ APÓSTOL""",GRANDE,1505,ZAPATOS,ZAPATOS,40,24
25,86330,CENTRO ESCOLAR CANTÓN EL JUTILLO,PEQUEÑA,62,ZAPATOS,ZAPATOS,40,1
30,90055,"CENTRO ESCOLAR ""4 DE OCTUBRE 2007""",PEQUEÑA,47,ZAPATOS,ZAPATOS,40,6
2,11345,"CENTRO ESCOLAR ""BENJAMIN BLOOM",GRANDE,1015,ZAPATOS,ZAPATOS,41,18
5,11492,"COMPLEJO EDUCATIVO ""IGNACIO PACHECO CASTRO""",GRANDE,2102,ZAPATOS,ZAPATOS,41,5
15,11669,"CENTRO ESCOLAR ""GENERAL RAMON BELLOSO"" ",MEDIANA,300,ZAPATOS,ZAPATOS,41,4
16,11763,"COMPLEJO EDUCATIVO ""DOCTOR ORLANDO DE SOLA"".",GRANDE,1445,ZAPATOS,ZAPATOS,41,9
18,70026,"COMPLEJO EDUCATIVO ""SAN BARTOLOMÉ APÓSTOL""",GRANDE,1505,ZAPATOS,ZAPATOS,41,20
30,90055,"CENTRO ESCOLAR ""4 DE OCTUBRE 2007""",PEQUEÑA,47,ZAPATOS,ZAPATOS,41,2
2,11345,"CENTRO ESCOLAR ""BENJAMIN BLOOM",GRANDE,1015,ZAPATOS,ZAPATOS,42,6
5,11492,"COMPLEJO EDUCATIVO ""IGNACIO PACHECO CASTRO""",GRANDE,2102,ZAPATOS,ZAPATOS,42,5
16,11763,"COMPLEJO EDUCATIVO ""DOCTOR ORLANDO DE SOLA"".",GRANDE,1445,ZAPATOS,ZAPATOS,42,5
18,70026,"COMPLEJO EDUCATIVO ""SAN BARTOLOMÉ APÓSTOL""",GRANDE,1505,ZAPATOS,ZAPATOS,42,8
23,86325,"CENTRO ESCOLAR ""CANTON TIERRA BLANCA""",PEQUEÑA,13,ZAPATOS,ZAPATOS,42,1
30,90055,"CENTRO ESCOLAR ""4 DE OCTUBRE 2007""",PEQUEÑA,47,ZAPATOS,ZAPATOS,42,1
2,11345,"CENTRO ESCOLAR ""BENJAMIN BLOOM",GRANDE,1015,ZAPATOS,ZAPATOS,43,5
16,11763,"COMPLEJO EDUCATIVO ""DOCTOR ORLANDO DE SOLA"".",GRANDE,1445,ZAPATOS,ZAPATOS,43,2
18,70026,"COMPLEJO EDUCATIVO ""SAN BARTOLOMÉ APÓSTOL""",GRANDE,1505,ZAPATOS,ZAPATOS,43,5
2,11345,"CENTRO ESCOLAR ""BENJAMIN BLOOM",GRANDE,1015,ZAPATOS,ZAPATOS,44,5
16,11763,"COMPLEJO EDUCATIVO ""DOCTOR ORLANDO DE SOLA"".",GRANDE,1445,ZAPATOS,ZAPATOS,44,1
18,70026,"COMPLEJO EDUCATIVO ""SAN BARTOLOMÉ APÓSTOL""",GRANDE,1505,ZAPATOS,ZAPATOS,44,1
30,90055,"CENTRO ESCOLAR ""4 DE OCTUBRE 2007""",PEQUEÑA,47,ZAPATOS,ZAPATOS,44,1
2,11345,"CENTRO ESCOLAR ""BENJAMIN BLOOM",GRANDE,1015,ZAPATOS,ZAPATOS,45,3
